car_name,year,price,assemble_place,series,driven kms,num_of_seat,engine_type,transmission
 VinFast Fadil 1.4 AT,2020,13015.0,Locally assembled,Hatchback,32000,5,Petrol,Automatic
 VinFast Lux A 2.0 Plus 2.0 AT,2020,25044.0,Locally assembled,Sedan,44000,5,Petrol,Automatic
 Mercedes Benz GLE Class GLE 450 4Matic,2021,149832.0,Imported,SUV,16000,7,Petrol,Automatic
 Mitsubishi Xpander Cross,2022,26267.0,Imported,Crossover,20000,7,Petrol,Automatic
 Volkswagen New Beetle 2.5 AT,2007,19681.0,Imported,Convertible/Cabriolet,1,4,Petrol,Automatic
 Lexus LS 460L,2007,28397.0,Imported,Sedan,170000,5,Petrol,Automatic
 Hyundai Elantra 2.0 AT,2020,21889.0,Locally assembled,Sedan,10000,5,Petrol,Automatic
 Hyundai Accent ATH,2021,19641.0,Locally assembled,Sedan,20000,5,Petrol,Automatic
 Mercedes Benz GLC 300 4Matic,2022,94656.0,Locally assembled,SUV,17,5,Petrol,Automatic
 Hyundai Kona 2.0 ATH,2021,23072.0,Locally assembled,Crossover,46000,5,Petrol,Automatic
 Ford EcoSport Titanium 1.5L AT,2015,14396.0,Locally assembled,SUV,90000,5,Petrol,Automatic
 Ford Everest Sport 2.0L 4x2 AT,2021,36876.0,Imported,SUV,32000,7,Diesel,Automatic
 Mercedes Benz E class E200,2017,45750.0,Locally assembled,Sedan,40,5,Petrol,Automatic
 Mercedes Benz GLC 300 4Matic,2022,93433.0,Locally assembled,SUV,1938,5,Petrol,Automatic
 Ford Ranger Wildtrak 3.2L 4x4 AT,2015,20903.0,Imported,Bán tải / Pickup,97000,5,Diesel,Automatic
 Toyota Wigo 1.2G MT,2019,10057.0,Imported,Hatchback,59000,5,Petrol,Manual
 Suzuki Swift Special,2016,14396.0,Locally assembled,Hatchback,72000,5,Petrol,Automatic
 Mercedes Benz GLC 200 4Matic,2021,63064.0,Locally assembled,SUV,43000,5,Petrol,Automatic
 Mazda 3 1.5L Premium,2022,27214.0,Locally assembled,Sedan,19000,5,Petrol,Automatic
 Mazda 3 1.5L Luxury,2019,20706.0,Locally assembled,Sedan,56000,5,Petrol,Automatic
 Kia Cerato 1.6 AT,2017,16762.0,Locally assembled,Sedan,55000,5,Petrol,Automatic
 Kia Cerato 2.0 AT,2016,17945.0,Locally assembled,Sedan,40000,5,Petrol,Automatic
 Hyundai i20 Active 1.4 AT,2016,14198.0,Imported,Crossover,58000,5,Petrol,Automatic
 VinFast Fadil Plus,2020,13607.0,Locally assembled,Hatchback,20000,5,Petrol,Automatic
 Mercedes Benz GLC 300 4Matic,2021,74857.0,Locally assembled,SUV,26000,5,Petrol,Automatic
 Kia Sorento GATH,2017,24453.0,Locally assembled,SUV,80000,7,Petrol,Automatic
 Mercedes Benz GLK Class GLK250 AMG 4Matic,2014,30763.0,Locally assembled,SUV,68000,5,Petrol,Automatic
 Ford Ranger Raptor 2.0L 4x4 AT,2021,50878.0,Imported,Bán tải / Pickup,20000,5,Diesel,Automatic
 Toyota Corolla Cross 1.8V,2020,29186.0,Imported,SUV,39000,5,Petrol,Automatic
 Nissan Navara VL 2.5 AT 4WD,2015,19917.0,Imported,Bán tải / Pickup,90000,5,Diesel,Automatic
 Mazda CX5 2.0 AT,2015,21692.0,Locally assembled,SUV,80000,5,Petrol,Automatic
 Ford Everest Titanium 2.0L 4x2 AT,2020,36679.0,Imported,SUV,49000,7,Diesel,Automatic
 Hyundai SantaFe 2.4L 4WD,2018,29580.0,Locally assembled,SUV,58000,7,Petrol,Automatic
 Mercedes Benz GLA class GLA 250 4Matic,2016,31552.0,Imported,SUV,60000,5,Petrol,Automatic
 Toyota Corolla altis 1.8G AT,2014,17748.0,Locally assembled,Sedan,100000,5,Petrol,Automatic
 Isuzu QKR 230,2021,16170.0,Locally assembled,Truck,25000,3,Diesel,Manual
 Mercedes Benz S class S400L,2014,118280.0,Locally assembled,Sedan,33000,5,Petrol,Automatic
 Honda City 1.5TOP,2020,19286.0,Locally assembled,Sedan,40000,5,Petrol,Automatic
 Ford Everest Titanium 2.0L 4x2 AT,2021,39401.0,Imported,SUV,30000,7,Diesel,Automatic
 Mercedes Benz C class C200,2019,41806.0,Locally assembled,Sedan,20000,5,Petrol,Automatic
 Kia Morning Van 1.0 AT,2012,7730.0,Imported,Van/Minivan,66000,2,Petrol,Automatic
 Lexus LS 460L AWD,2013,84796.0,Imported,Sedan,99990,5,Petrol,Automatic
 Mercedes Benz S class S400L,2016,78052.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Toyota Land Cruiser 3.5 V6,2021,192861.0,Imported,SUV,20000,7,Petrol,Automatic
 Hyundai Kona 2.0 ATH,2018,20312.0,Locally assembled,Crossover,600000,5,Petrol,Automatic
 Toyota Prado TXL 2.7L,2010,30724.0,Imported,SUV,93000,7,Petrol,Automatic
 Toyota Prado VX 2.7L,2022,114336.0,Imported,SUV,20000,7,Petrol,Automatic
 Mazda 3 1.5 AT,2018,19681.0,Locally assembled,Hatchback,29000,5,Petrol,Automatic
 Kia K3 Premium 1.6 AT,2022,25044.0,Locally assembled,Sedan,11000,5,Petrol,Automatic
 BMW 3 Series 320i,2011,15382.0,Imported,Sedan,34000,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 MT,2018,19641.0,Imported,Bán tải / Pickup,76000,5,Diesel,Manual
 Mazda 3 2.0 AT,2018,19681.0,Locally assembled,Sedan,35000,5,Petrol,Automatic
 Kia Cerato 2.0 AT Premium,2021,22441.0,Locally assembled,Sedan,32000,5,Petrol,Automatic
 Kia Morning moning AT 1.0,2013,7494.0,Imported,Crossover,65000,2,Petrol,Automatic
 Hyundai Accent 1.4 AT Đặc Biệt,2020,17551.0,Locally assembled,Sedan,38000,5,Petrol,Automatic
 Lexus ES 250,2020,90317.0,Imported,Sedan,19000,5,Petrol,Automatic
 Toyota Corolla Cross 1.8HV,2021,34313.0,Imported,SUV,32000,5,Hybrid,Automatic
 Mazda cx3 Luxury 1.5 AT,2022,23625.0,Imported,Crossover,12000,5,Petrol,Automatic
 VinFast Fadil Tiêu chuẩn 1.4 AT,2022,13370.0,Locally assembled,Hatchback,19528,5,Petrol,Automatic
 Kia Cerato 1.6 AT,2018,18340.0,Locally assembled,Sedan,56280,5,Petrol,Automatic
 Kia K3 Premium 1.6 AT,2022,24413.0,Locally assembled,Sedan,5400,5,Petrol,Automatic
 Toyota Hilux 2.4L 4x2 AT,2021,27411.0,Imported,Bán tải / Pickup,17000,5,Diesel,Automatic
 Kia Morning SLX,2010,7849.0,Imported,Hatchback,95000,5,Petrol,Automatic
 Mercedes Benz E class E200 Sport,2019,59160.0,Locally assembled,Sedan,27000,5,Petrol,Automatic
 Ford Everest 2.5L 4x2 AT,2010,15579.0,Locally assembled,SUV,136589,8,Diesel,Automatic
 Volvo XC90 3.2 AT AWD,2008,21692.0,Imported,SUV,86000,7,Petrol,Automatic
 Mercedes Benz E class E300 AMG,2021,90239.0,Locally assembled,Sedan,18000,5,Petrol,Automatic
 Hyundai Tucson 1.6 AT Turbo,2019,27569.0,Locally assembled,Crossover,50000,5,Petrol,Automatic
 Kia Cerato 1.6 AT,2018,18497.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Mercedes Benz GLC 200 4 Matic,2022,68231.0,Locally assembled,SUV,31000,5,Petrol,Automatic
 BMW X5 3.0si,2007,14001.0,Imported,SUV,90000,7,Petrol,Automatic
 Honda Civic RS 1.5 AT,2019,24256.0,Imported,Sedan,58000,5,Petrol,Automatic
 Toyota Prado VX 2.7L,2018,73358.0,Imported,SUV,45000,7,Petrol,Automatic
 Hyundai SantaFe Cao cấp 2.5L HTRAC,2022,47131.0,Locally assembled,SUV,6679,7,Petrol,Automatic
 Mercedes Benz E class E250,2019,55176.0,Locally assembled,Sedan,32000,5,Petrol,Automatic
 Volkswagen Polo 1.6 AT,2016,12621.0,Imported,Hatchback,100000,5,Petrol,Automatic
 Mitsubishi Triton 4x2 AT Mivec,2020,20509.0,Imported,Bán tải / Pickup,37000,5,Diesel,Automatic
 Mazda 3 1.5 AT,2018,19128.0,Locally assembled,Hatchback,60000,5,Petrol,Automatic
 VinFast Fadil 1.4 AT,2021,12621.0,Locally assembled,Hatchback,9000,5,Petrol,Automatic
 VinFast Lux SA 2.0 Tiêu chuẩn,2022,33327.0,Locally assembled,SUV,18000,7,Petrol,Automatic
 Ford Focus Trend 1.5 Ecoboost,2019,16880.0,Locally assembled,Sedan,41000,5,Petrol,Automatic
 Ford Everest Titanium 2.0L 4x2 AT,2021,38178.0,Imported,SUV,17000,7,Diesel,Automatic
 Hyundai Accent 1.4 AT Đặc Biệt,2021,18734.0,Locally assembled,Sedan,15000,5,Petrol,Automatic
 Mercedes Benz GLC 300 4Matic,2020,69020.0,Locally assembled,SUV,19200,5,Petrol,Automatic
 Toyota Camry 2.5Q,2020,41412.0,Imported,Sedan,22000,5,Petrol,Automatic
 Mercedes Benz GLE Class GLE 450 4Matic,2020,129757.0,Imported,SUV,10000,7,Petrol,Automatic
 Kia Sedona 2.2L DATH,2016,25636.0,Locally assembled,Van/Minivan,120000,7,Diesel,Automatic
 Toyota Corolla Cross 1.8HV,2021,34628.0,Imported,SUV,1,5,Hybrid,Automatic
 VinFast Lux SA 2.0 Premium 2.0 AT,2019,30172.0,Locally assembled,SUV,46000,7,Petrol,Automatic
 VinFast Lux SA 2.0 2.0 AT,2021,30566.0,Locally assembled,SUV,33000,7,Petrol,Automatic
 Chevrolet Trailblazer LTZ 2.8L 4x4 AT,2018,27016.0,Imported,SUV,68500,7,Diesel,Automatic
 VinFast Lux SA 2.0 2.0 AT,2021,30566.0,Locally assembled,SUV,26000,7,Petrol,Automatic
 Mazda 3 Luxury,2020,21889.0,Locally assembled,Sedan,53000,5,Petrol,Automatic
 VinFast Lux SA 2.0 Tiêu chuẩn,2022,31355.0,Locally assembled,SUV,22000,7,Petrol,Automatic
 VinFast Lux A 2.0 Nâng cao,2022,26661.0,Locally assembled,Sedan,9000,5,Petrol,Automatic
 VinFast Lux SA 2.0 Premium 2.0 AT,2019,30566.0,Locally assembled,SUV,62000,7,Petrol,Automatic
 Toyota Vios 1.5G,2011,12424.0,Locally assembled,Sedan,70000,5,Petrol,Automatic
 Thaco Foton,2012,6310.0,Locally assembled,Truck,12000,3,Diesel,Manual
 Mitsubishi Triton 4x2 AT,2018,20312.0,Imported,Bán tải / Pickup,58000,5,Diesel,Automatic
 Daewoo GentraX,2010,3352.0,Locally assembled,Sedan,6000000,5,Petrol,Manual
 Toyota Vios 1.5E CVT,2020,17354.0,Locally assembled,Sedan,40000,5,Petrol,Automatic
 Hyundai Accent 1.4 AT,2021,18497.0,Locally assembled,Sedan,35000,5,Petrol,Automatic
 Audi Q5 2.0 AT,2011,21495.0,Imported,SUV,95000,5,Petrol,Automatic
 Hyundai Kona 1.6 Turbo,2018,22284.0,Locally assembled,Crossover,45000,5,Petrol,Automatic
 Toyota Vios 1.5E,2016,13410.0,Locally assembled,Sedan,80000,5,Petrol,Manual
 Kia Seltos 1.4 Delux,2021,21100.0,Locally assembled,Crossover,53000,5,Petrol,Automatic
 Toyota Alphard Luxury Executive Lounge,2023,172353.0,Imported,Van/Minivan,8,7,Petrol,Automatic
 Toyota Camry 2.4G,2003,7691.0,Locally assembled,Sedan,20,5,Petrol,Manual
 Hyundai Accent 1.4 AT,2011,11240.0,Imported,Sedan,118000,5,Petrol,Automatic
 Hyundai i10 Grand 1.2 MT,2018,11635.0,Locally assembled,Sedan,80000,5,Petrol,Manual
 Ford Everest Titanium 2.0L 4x2 AT,2022,39834.0,Imported,SUV,15000,7,Diesel,Automatic
 VinFast Fadil,2021,12187.0,Locally assembled,Hatchback,15231,5,Petrol,Automatic
 Kia Rio,2012,10846.0,Imported,Hatchback,70,5,Petrol,Automatic
 Toyota Camry 2.5Q,2022,50286.0,Imported,Sedan,13000,5,Petrol,Automatic
 VinFast Lux SA 2.0 Premium 2.0 AT,2020,35299.0,Locally assembled,SUV,46000,7,Petrol,Automatic
 Honda City L 1.5 AT,2021,19404.0,Locally assembled,Sedan,46000,5,Petrol,Automatic
 Kia Morning Van 1.0 AT,2015,9071.0,Imported,Van/Minivan,48000,2,Petrol,Automatic
 Mitsubishi Xpander 1.5 AT,2020,21692.0,Imported,SUV,55000,7,Petrol,Automatic
 Mercedes Benz C class C200 Avantgarde Plus,2022,64642.0,Locally assembled,Sedan,508,5,Petrol,Automatic
 Kia Cerato Koup 1.6 AT,2009,11635.0,Imported,Coupe,110000,5,Petrol,Automatic
 Mercedes Benz C class C250,2012,17945.0,Locally assembled,Sedan,60000,5,Petrol,Automatic
 Mazda 3 S 1.6 AT,2014,13804.0,Locally assembled,Sedan,59000,5,Petrol,Automatic
 Mercedes Benz CLA class CLA 45 AMG 4Matic,2014,29935.0,Imported,Sedan,89000,5,Petrol,Automatic
 Toyota Fortuner 2.5V AT,2008,15342.0,Imported,SUV,150000,8,Diesel,Automatic
 Mazda 6 2.0 AT,2015,19128.0,Locally assembled,Sedan,70000,5,Petrol,Automatic
 Kia Soluto 1.4 AT Deluxe,2021,15776.0,Locally assembled,Sedan,52000,5,Petrol,Automatic
 Hyundai Elantra 2.0 AT,2020,21258.0,Locally assembled,Sedan,49000,5,Petrol,Automatic
 Mercedes Benz C class C300 AMG,2019,51232.0,Locally assembled,Sedan,16000,5,Petrol,Automatic
 Hyundai Tucson 1.6 AT Turbo,2020,31513.0,Locally assembled,Crossover,39000,5,Petrol,Automatic
 Ford Ranger Raptor 2.0L 4x4 AT,2018,0.0,Imported,Bán tải / Pickup,42000,5,Diesel,Automatic
 Toyota Venza 2.7,2010,25833.0,Imported,Crossover,64000,5,Petrol,Automatic
 Kia Cerato 2.0 AT Premium,2021,22481.0,Locally assembled,Sedan,35000,5,Petrol,Automatic
 Porsche 911 Carrera,2021,295800.0,Imported,Coupe,7000,4,Petrol,Automatic
 Ford EcoSport Titanium 1.5 AT,2021,21140.0,Locally assembled,SUV,49000,5,Petrol,Automatic
 Peugeot 3008 GT,2022,42990.0,Locally assembled,Crossover,6000,5,Petrol,Automatic
 Kia Sorento GAT,2016,20864.0,Locally assembled,SUV,99999,7,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2015,17551.0,Imported,Bán tải / Pickup,90000,5,Diesel,Automatic
 VinFast Fadil 1.4 AT,2021,12976.0,Locally assembled,Hatchback,16000,5,Petrol,Automatic
 Toyota Vios 1.5E MT,2020,16762.0,Locally assembled,Sedan,45000,5,Petrol,Manual
 Mercedes Benz Maybach S400,2017,195228.0,Imported,Sedan,30000,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2019,20509.0,Imported,Bán tải / Pickup,51000,5,Diesel,Automatic
 Mercedes Benz GLC 300 4Matic,2017,58371.0,Locally assembled,SUV,35000,5,Petrol,Automatic
 Honda CRV L,2019,32538.0,Imported,SUV,35000,7,Petrol,Automatic
 VinFast Lux A 2.0 2.0 AT,2021,24808.0,Locally assembled,Sedan,43215,5,Petrol,Automatic
 Kia Sorento GATH,2015,20706.0,Locally assembled,SUV,132151,7,Petrol,Automatic
 Toyota Camry 2.0Q,2022,43976.0,Imported,Sedan,22999,5,Petrol,Automatic
 Toyota Fortuner 2.7V 4x2 AT,2014,17945.0,Locally assembled,SUV,104000,8,Petrol,Automatic
 Toyota Vios 1.5E,2011,9426.0,Locally assembled,Sedan,79000,5,Petrol,Manual
 Audi A5 Sportback 2.0,2015,36245.0,Imported,Sedan,75000,5,Petrol,Automatic
 Toyota Yaris 1.5G,2017,19128.0,Imported,Hatchback,40000,5,Petrol,Automatic
 Mazda BT50 Luxury 2.2L 4x2 AT,2021,20114.0,Imported,Bán tải / Pickup,20000,5,Diesel,Automatic
 Kia Frontier,2017,11438.0,Locally assembled,Truck,81000,3,Diesel,Manual
 Toyota Hilux 2.8L 4x4 AT,2021,34668.0,Imported,Bán tải / Pickup,40000,5,Diesel,Automatic
 Hyundai SantaFe Premium 2.2L HTRAC,2020,37783.0,Locally assembled,SUV,70000,7,Diesel,Automatic
 Kia Seltos Premium 1.4 AT,2021,25636.0,Locally assembled,Crossover,10000,5,Petrol,Automatic
 Peugeot 3008 Active 1.6 AT,2020,30369.0,Locally assembled,Crossover,48000,5,Petrol,Automatic
 Kia Morning S AT,2018,13725.0,Locally assembled,Hatchback,45000,5,Petrol,Automatic
 Hyundai Tucson 2.0 ATH,2017,26030.0,Locally assembled,Crossover,68000,5,Petrol,Automatic
 BMW 5 Series 530i,2019,74542.0,Imported,Sedan,29000,5,Petrol,Automatic
 Mercedes Benz GLC 200 4Matic,2020,63064.0,Locally assembled,SUV,53000,5,Petrol,Automatic
 Ford Everest Titanium 2.0L 4x4 AT,2020,39006.0,Imported,SUV,45000,7,Diesel,Automatic
 Mazda 3 1.5L Luxury,2019,19681.0,Locally assembled,Sedan,48000,5,Petrol,Automatic
 Mazda cx3 Luxury 1.5 AT,2021,22875.0,Imported,Crossover,28000,5,Petrol,Automatic
 Mitsubishi Xpander 1.5AT,2020,19523.0,Imported,Crossover,54000,7,Petrol,Automatic
 Mitsubishi Pajero Sport 4x2 AT,2020,39006.0,Imported,SUV,25300,7,Diesel,Automatic
 LandRover Range Rover Sport HSE,2014,84796.0,Imported,SUV,72000,5,Petrol,Automatic
 Hyundai Elantra 2.0 AT,2018,20114.0,Locally assembled,Sedan,39000,5,Petrol,Automatic
 Mercedes Benz GLE Class GLE 450 4Matic,2020,126168.0,Imported,SUV,30000,7,Petrol,Automatic
 Mazda 6 2.0 AT,2016,20114.0,Locally assembled,Sedan,136000,5,Petrol,Automatic
 Toyota Land Cruiser VX 4.6 V8,2015,88306.0,Imported,SUV,55000,8,Petrol,Automatic
 Renault Koleos 2.5 AT 4WD,2015,16959.0,Imported,SUV,78000,5,Petrol,Automatic
 Toyota Vios E 1.5 MT,2022,17156.0,Locally assembled,Sedan,18000,5,Petrol,Manual
 Mercedes Benz C class C200,2018,35023.0,Locally assembled,Sedan,31000,5,Petrol,Automatic
 Lexus ES 250,2016,56399.0,Imported,Sedan,57000,5,Petrol,Automatic
 Toyota Camry LE 2.4,2008,15973.0,Imported,Sedan,130000,5,Petrol,Automatic
 Hyundai SantaFe At,2019,35496.0,Locally assembled,SUV,5100000,7,Diesel,Automatic
 Mercedes Benz GLC 200 4Matic,2021,67008.0,Locally assembled,SUV,13000,5,Petrol,Automatic
 BMW 5 Series 520i,2016,31079.0,Imported,Sedan,69201,5,Petrol,Automatic
 Honda CRV L,2019,33327.0,Imported,SUV,60000,7,Petrol,Automatic
 Hyundai Accent 1.4 MT,2022,16762.0,Locally assembled,Sedan,27000,5,Petrol,Manual
 Kia K3 2.0 AT,2016,17275.0,Locally assembled,Sedan,40000,5,Petrol,Automatic
 Hyundai Elantra 1.6 AT,2016,16920.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Toyota Vios 1.5E MT,2020,16170.0,Locally assembled,Sedan,24000,5,Petrol,Manual
 Hyundai SantaFe 2.2L 4WD,2015,25833.0,Locally assembled,SUV,100000,7,Diesel,Automatic
 Mercedes Benz ML Class ML350,2008,15184.0,Imported,SUV,90000,7,Petrol,Automatic
 Kia Sorento Signature 2.2 AT AWD,2022,50680.0,Locally assembled,SUV,10000,7,Diesel,Automatic
 Chevrolet Colorado LTZ 2.5L 4x4 AT,2018,18458.0,Imported,Bán tải / Pickup,90000,5,Diesel,Automatic
 Kia Soul 4U 1.6 AT,2009,12029.0,Imported,SUV,120000,5,Petrol,Automatic
 Mercedes Benz GLC,2017,46500.0,Locally assembled,SUV,36000,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 MT,2017,17156.0,Imported,Bán tải / Pickup,90000,5,Diesel,Manual
 Mercedes Benz GLC 200,2022,62710.0,Locally assembled,SUV,15000,5,Petrol,Automatic
 Mazda BT50 2.2L 4x2 ATH,2018,19720.0,Imported,Bán tải / Pickup,53000,5,Diesel,Automatic
 Toyota Vios 1.5G,2017,16762.0,Locally assembled,Sedan,83000,5,Petrol,Automatic
 Hyundai SantaFe Premium 2.4L HTRAC,2020,34904.0,Locally assembled,SUV,40000,7,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2020,21889.0,Imported,Bán tải / Pickup,39000,5,Diesel,Automatic
 Mitsubishi Attrage 1.2 MT,2021,12818.0,Imported,Sedan,18000,5,Petrol,Manual
 Hyundai i10 Grand 1.2 MT Base,2020,11240.0,Locally assembled,Sedan,55000,5,Petrol,Manual
 Mercedes Benz GLS 450 4Matic,2021,172668.0,Imported,SUV,17000,7,Petrol,Automatic
 Toyota Innova G,2006,8480.0,Locally assembled,Crossover,100000,8,Petrol,Manual
 Hyundai SantaFe 2.2L 4WD,2016,28988.0,Locally assembled,SUV,69000,7,Diesel,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2017,19917.0,Imported,Bán tải / Pickup,90000,5,Diesel,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2019,21495.0,Imported,Bán tải / Pickup,56982,5,Diesel,Automatic
 Toyota Vios 1.5E CVT,2019,17314.0,Locally assembled,Sedan,32911,5,Petrol,Automatic
 Hyundai SantaFe Cao cấp 2.2L HTRAC,2021,44962.0,Locally assembled,SUV,34000,7,Diesel,Automatic
 Mercedes Benz GLC 300 4Matic,2018,50404.0,Locally assembled,SUV,22000,5,Petrol,Automatic
 Kia Morning,2013,9268.0,Locally assembled,Hatchback,94000,5,Petrol,Automatic
 Mazda CX8 Luxury,2022,36088.0,Locally assembled,SUV,12000,7,Petrol,Automatic
 Lexus LX 570,2013,140012.0,Imported,SUV,59000,7,Petrol,Automatic
 Lexus LX 570,2010,85979.0,Imported,SUV,100000,7,Petrol,Automatic
 Hyundai Tucson 2.0 AT Đặc biệt,2021,30960.0,Locally assembled,Crossover,27000,5,Petrol,Automatic
 Hyundai Tucson 2.0 ATH,2020,29580.0,Locally assembled,Crossover,49000,5,Petrol,Automatic
 Toyota Innova 2.0G,2019,25557.0,Locally assembled,Crossover,90000,8,Petrol,Automatic
 Toyota Innova E,2013,13804.0,Locally assembled,SUV,18000,8,Petrol,Manual
 Kia Seltos Luxury 1.4 AT,2020,24650.0,Locally assembled,Crossover,30000,5,Petrol,Automatic
 Mercedes Benz GLB 35 4Matic,2022,106448.0,Imported,SUV,2586,7,Petrol,Automatic
 Honda CRV L,2018,29974.0,Imported,SUV,58000,7,Petrol,Automatic
 Lexus LS 600hL,2008,41412.0,Imported,Sedan,68000,5,Hybrid,Automatic
 Mercedes Benz C class C200 Exclusive,2019,47289.0,Locally assembled,Sedan,32000,5,Petrol,Automatic
 Mazda 3 1.5L Luxury,2019,21692.0,Locally assembled,Sedan,20000,5,Petrol,Automatic
 Kia Cerato 2.0 AT Premium,2019,22086.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Kia Rio 1.4MT,2016,11438.0,Imported,Sedan,70000,5,Petrol,Manual
 Mercedes Benz E class E200 Exclusive,2022,76474.0,Locally assembled,Sedan,10500,5,Petrol,Automatic
 Hyundai Accent 1.4 AT Đặc Biệt,2021,19523.0,Locally assembled,Sedan,20000,5,Petrol,Automatic
 VinFast Fadil 1.4 AT,2020,12029.0,Locally assembled,Hatchback,45000,5,Petrol,Automatic
 Kia Soluto Luxury,2022,17945.0,Locally assembled,Sedan,5000,5,Petrol,Automatic
 Ford EcoSport Titanium 1.5L AT,2018,18458.0,Locally assembled,SUV,42000,5,Petrol,Automatic
 VinFast Lux SA 2.0 2.0 AT,2020,28791.0,Locally assembled,SUV,22000,7,Petrol,Automatic
 Mitsubishi Triton Athlete 4x2 AT,2022,30763.0,Imported,Bán tải / Pickup,15000,5,Diesel,Automatic
 Mazda CX5 2.5 AT 2WD,2018,26425.0,Locally assembled,SUV,55000,5,Petrol,Automatic
 Ford Focus Titanium 2.0 AT,2014,15579.0,Locally assembled,Sedan,63000,5,Petrol,Automatic
 Hyundai Tucson 2.0 AT CRDi Đặc biệt,2021,32144.0,Locally assembled,Crossover,50000,5,Diesel,Automatic
 Toyota Fortuner 2.5G,2012,19247.0,Locally assembled,SUV,120000,8,Diesel,Manual
 Toyota Rush 1.5S AT,2020,20469.0,Imported,SUV,28000,7,Petrol,Automatic
 Hyundai Elantra 2.0 AT,2017,18142.0,Locally assembled,Sedan,53000,5,Petrol,Automatic
 Mazda 3 1.5L Sport Premium,2020,24650.0,Locally assembled,Hatchback,30000,5,Petrol,Automatic
 Toyota Fortuner 2.5G,2011,17985.0,Locally assembled,SUV,98000,8,Diesel,Manual
 Toyota Vios 1.5G,2020,18458.0,Locally assembled,Sedan,45000,5,Petrol,Automatic
 Kia Sorento 4x2G AT,2017,19286.0,Locally assembled,Crossover,76000,7,Petrol,Automatic
 Hyundai Kona 2.0 ATH,2018,21100.0,Locally assembled,Crossover,45000,5,Petrol,Automatic
 LandRover Range Rover Black Edition,2014,165648.0,Imported,SUV,39000,4,Petrol,Automatic
 Honda City 1.5TOP,2019,18497.0,Locally assembled,Sedan,26000,5,Petrol,Automatic
 Ford EcoSport Titanium 1.5L AT,2015,14396.0,Locally assembled,SUV,56000,5,Petrol,Automatic
 Ford EcoSport Titanium 1.5L AT,2016,15184.0,Locally assembled,SUV,61000,5,Petrol,Automatic
 Mitsubishi Pajero Sport 2.4D 4x2 AT,2019,32144.0,Imported,SUV,63000,7,Diesel,Automatic
 Mazda 6 2.5 AT,2014,18537.0,Locally assembled,Sedan,70000,5,Petrol,Automatic
 Mazda 6 2.5 AT,2015,18892.0,Locally assembled,Sedan,63000,5,Petrol,Automatic
 Mazda 3 S 1.6 AT,2014,14514.0,Locally assembled,Sedan,81000,5,Petrol,Automatic
 Toyota Camry 2.0G,2022,39401.0,Imported,Sedan,7000,5,Petrol,Automatic
 Toyota Highlander LE 2.7,2014,42595.0,Imported,SUV,47000,7,Petrol,Automatic
 Hyundai Accent MT,2022,17551.0,Locally assembled,Sedan,10000,5,Petrol,Manual
 Mercedes Benz C class C200 Exclusive,2020,48866.0,Locally assembled,Sedan,24000,5,Petrol,Automatic
 Kia Carnival Luxury 2.2D,2021,45948.0,Locally assembled,Van/Minivan,18000,8,Diesel,Automatic
 Nissan Maxima 3.0 AT,2007,11359.0,Imported,Sedan,120000,5,Petrol,Automatic
 Mercedes Benz C class C250 Exclusive,2015,27174.0,Locally assembled,Sedan,112000,4,Petrol,Automatic
 Mercedes Benz C class C200,2019,42911.0,Locally assembled,Sedan,17900,5,Petrol,Automatic
 Mazda 3 1.5 AT,2018,19286.0,Locally assembled,Sedan,62538,5,Petrol,Automatic
 Rolls Royce Cullinan,2019,0.0,Imported,SUV,40000,4,Petrol,Automatic
 Kia Soluto 1.4 AT Deluxe,2020,14001.0,Locally assembled,Sedan,63000,5,Petrol,Automatic
 Hyundai Elantra MT,2021,18537.0,Locally assembled,Sedan,10000,5,Petrol,Manual
