car_name,year,price,assemble_place,series,driven kms,num_of_seat,engine_type,transmission
 Honda Civic RS 1.5 AT,2020,28988.0,Imported,Sedan,52000,5,Petrol,Automatic
 Suzuki Super Carry Truck 1.0 MT,2018,7257.0,Locally assembled,Truck,47000,2,Petrol,Manual
 Mitsubishi Outlander 2.0 CVT Premium,2018,26819.0,Locally assembled,SUV,38000,7,Petrol,Automatic
 Peugeot 3008 AL,2022,41018.0,Locally assembled,Crossover,10000,5,Petrol,Automatic
 VinFast Fadil 1.4 AT Premium,2021,14198.0,Locally assembled,Hatchback,17000,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2020,26030.0,Imported,Bán tải / Pickup,30000,5,Diesel,Automatic
 Hyundai i10 Grand 1.2 AT,2021,15460.0,Locally assembled,Hatchback,34000,5,Petrol,Automatic
 Toyota Camry LE 2.5,2010,23230.0,Imported,Sedan,85000,5,Petrol,Automatic
 Toyota Fortuner 2.7V 4x4 AT,2013,18734.0,Locally assembled,SUV,85000,8,Petrol,Automatic
 Mercedes Benz GLC 300 4Matic,2020,72964.0,Locally assembled,SUV,40000,5,Petrol,Automatic
 Mazda 6 2.0L Premium,2018,23664.0,Locally assembled,Sedan,49000,5,Petrol,Automatic
 Nissan Navara EL 2.5 AT 2WD,2017,17945.0,Imported,Bán tải / Pickup,120000,5,Diesel,Automatic
 Mazda CX5 2.0 AT,2018,26346.0,Locally assembled,SUV,50000,5,Petrol,Automatic
 Mitsubishi Attrage 1.2CVT,2016,12226.0,Imported,Sedan,79500,5,Petrol,Automatic
 Hyundai Genesis 2.0 AT,2010,19326.0,Imported,Coupe,100000,4,Petrol,Automatic
 Daewoo Gentra SX 1.5 MT,2009,4969.0,Locally assembled,Sedan,11063,5,Petrol,Manual
 Thaco Forland,2016,9071.0,Locally assembled,Truck,230000,3,Diesel,Manual
 Hyundai SantaFe Premium 2.4L HTRAC,2020,38888.0,Locally assembled,SUV,12000,7,Petrol,Automatic
 Toyota Fortuner 2.4G 4x2 MT,2017,29580.0,Imported,SUV,221000,8,Diesel,Manual
 Mercedes Benz GLC 250 4Matic,2017,45671.0,Locally assembled,SUV,50000,5,Petrol,Automatic
 Mazda CX5 2.0 AT,2018,25636.0,Locally assembled,SUV,760000,5,Petrol,Automatic
 Mitsubishi Pajero 3.5,2005,9860.0,Locally assembled,SUV,300000,7,Petrol,Manual
 Toyota Camry 2.0E,2014,20509.0,Locally assembled,Sedan,100000,5,Petrol,Automatic
 Mercedes Benz GLC 200 4Matic,2021,71781.0,Locally assembled,SUV,20000,5,Petrol,Automatic
 Hyundai Accent 1.4 AT Đặc Biệt,2021,20903.0,Locally assembled,Sedan,18000,5,Petrol,Automatic
 Toyota Vios 1.5 MT,2012,10452.0,Locally assembled,Sedan,11000,5,Petrol,Manual
 Hyundai Mighty N250,2018,14198.0,Locally assembled,Truck,90000,2,Diesel,Manual
 Toyota Vios G 1.5 CVT,2022,20706.0,Locally assembled,Sedan,10000,5,Petrol,Automatic
 Toyota Fortuner TRD Sportivo 4x2 AT,2015,23861.0,Locally assembled,SUV,70000,8,Petrol,Automatic
 Ford Ranger XL 2.2L 4x4 MT,2020,21495.0,Imported,Bán tải / Pickup,25000,5,Diesel,Manual
 Mitsubishi Xpander 1.5 MT,2019,17156.0,Imported,SUV,100000,7,Petrol,Manual
 Mercedes Benz GLC 200,2019,63104.0,Locally assembled,SUV,42500,5,Petrol,Automatic
 Kia Picanto 1.25 MT,2013,8480.0,Locally assembled,Hatchback,76000,5,Petrol,Manual
 Toyota Land Cruiser 4.6 V8,2019,161704.0,Imported,SUV,50000,8,Petrol,Automatic
 Toyota Corolla altis 2.0V Sport,2017,25439.0,Locally assembled,Sedan,28230,5,Petrol,Automatic
 Hyundai Elantra 2.0 AT,2020,24453.0,Locally assembled,Sedan,31000,5,Petrol,Automatic
 Honda City 1.5,2019,17709.0,Locally assembled,Sedan,30000,5,Petrol,Automatic
 MG ZS Standard 1.5 AT 2WD,2022,19720.0,Imported,Crossover,9000,5,Petrol,Automatic
 Mazda CX5 2.0 AT,2018,27490.0,Locally assembled,SUV,50000,5,Petrol,Automatic
 Mazda CX9 3.7 AT AWD,2014,24453.0,Imported,SUV,148000,7,Petrol,Automatic
 Toyota Corolla altis 1.8G AT,2017,22284.0,Locally assembled,Sedan,44000,5,Petrol,Automatic
 Kia Cerato 2.0 AT Premium,2020,21298.0,Locally assembled,Sedan,33000,5,Petrol,Automatic
 Honda CRV 2.0 AT,2013,19286.0,Locally assembled,SUV,128000,5,Petrol,Automatic
 Mazda BT50 Deluxe 2.2L 4x2 AT,2020,21495.0,Imported,Bán tải / Pickup,35000,5,Diesel,Automatic
 Kia Carens SX 2.0 AT,2009,10649.0,Locally assembled,Crossover,106000,7,Petrol,Automatic
 Toyota Hilux 2.4E 4x2 AT,2018,22875.0,Imported,Bán tải / Pickup,86000,5,Diesel,Automatic
 Porsche Macan 2.0,2015,72964.0,Imported,SUV,70000,5,Petrol,Automatic
 Lexus ES 250,2021,96628.0,Imported,Sedan,18000,5,Petrol,Automatic
 Lexus ES 250,2021,98205.0,Imported,Sedan,70,5,Petrol,Automatic
 Mitsubishi Outlander 2.0 CVT,2022,31158.0,Locally assembled,SUV,20000,7,Petrol,Automatic
 Kia Morning AT,2020,13212.0,Locally assembled,Hatchback,4000,5,Petrol,Automatic
 Toyota Vios 1.5E CVT,2020,18340.0,Locally assembled,Sedan,48000,5,Petrol,Automatic
 Chevrolet Cruze LS 1.6 MT,2013,10057.0,Locally assembled,Sedan,91000,5,Petrol,Manual
 Toyota Innova G,2009,11004.0,Locally assembled,Crossover,120000,8,Petrol,Manual
 Mitsubishi Jolie SS,2003,3905.0,Locally assembled,SUV,3000,8,Petrol,Manual
 Toyota Vios 1.5E CVT,2019,17748.0,Locally assembled,Sedan,5600,5,Petrol,Automatic
 Toyota Vios 1.5E MT,2019,16959.0,Locally assembled,Sedan,95000,5,Petrol,Manual
 Peugeot 3008 Active 1.6 AT,2021,31355.0,Locally assembled,Crossover,32000,5,Petrol,Automatic
 Mazda CX5 Luxury 2.0 AT,2021,31158.0,Locally assembled,SUV,24000,5,Petrol,Automatic
 Chevrolet Cruze LTZ 1.8 AT,2013,10452.0,Locally assembled,Sedan,8000,5,Petrol,Automatic
 Kia Sorento Limited 2.0 AT,2009,18340.0,Imported,SUV,16000,7,Diesel,Automatic
 Kia Forte SX 1.6 AT,2011,12424.0,Locally assembled,Sedan,10000,5,Petrol,Automatic
 Mazda CX5 2.5 AT 2WD,2018,28791.0,Locally assembled,SUV,42000,5,Petrol,Automatic
 Toyota Vios 1.5G,2017,17156.0,Locally assembled,Sedan,60000,5,Petrol,Automatic
 Ford EcoSport Titanium 1.5L AT,2014,14198.0,Locally assembled,SUV,88000,5,Petrol,Automatic
 Toyota Vios 1.5G,2015,16249.0,Locally assembled,Sedan,77000,5,Petrol,Automatic
 Mitsubishi Attrage Premium 1.2 CVT,2022,17748.0,Imported,Sedan,3600,5,Petrol,Automatic
 Daihatsu Citivan 1.6 MT,2004,2169.0,Imported,Van/Minivan,600000,7,Petrol,Manual
 Mazda 6 2.0L Premium,2017,24689.0,Locally assembled,Sedan,60000,5,Petrol,Automatic
 Mercedes Benz GLS 450 4Matic,2022,216920.0,Imported,SUV,5000,7,Petrol,Automatic
 Jeep Trước,1990,3944.0,Imported,SUV,100000,4,Petrol,Manual
 Porsche Macan 2.0,2016,78052.0,Imported,SUV,40000,5,Petrol,Automatic
 Hyundai Kona 2.0 ATH,2020,23664.0,Locally assembled,Crossover,87000,5,Petrol,Automatic
 Mazda 3 1.5L Luxury,2020,23664.0,Locally assembled,Sedan,44000,5,Petrol,Automatic
 Kia Cerato 2.0 AT,2018,18734.0,Locally assembled,Sedan,138000,5,Petrol,Automatic
 Kia Morning SLX 1.0 AT,2009,9860.0,Imported,Hatchback,57000,5,Petrol,Automatic
 Mazda 3 1.5 AT,2018,20509.0,Locally assembled,Sedan,51000,5,Petrol,Automatic
 Peugeot 2008 GT Line 1.2 AT,2021,32144.0,Locally assembled,Crossover,26000,5,Petrol,Automatic
 Mazda CX5 2.5 Signature Premium 2WD,2020,32144.0,Locally assembled,SUV,35000,5,Petrol,Automatic
 Lexus ES 250,2020,97811.0,Imported,Sedan,15000,5,Petrol,Automatic
 Mazda 3 1.5 AT,2015,15737.0,Locally assembled,Sedan,100000,5,Petrol,Automatic
 Hyundai Tucson 2.0 AT CRDi Đặc biệt,2022,40426.0,Locally assembled,Crossover,22000,5,Diesel,Automatic
 Hyundai Accent 1.4 MT,2019,13804.0,Locally assembled,Sedan,30000,5,Petrol,Manual
 VinFast Fadil 1.4 AT,2020,12581.0,Locally assembled,Hatchback,32000,5,Petrol,Automatic
 Mercedes Benz GLK Class GLK300 4Matic,2009,17156.0,Locally assembled,SUV,73000,5,Petrol,Automatic
 Nissan Navara LE 2.5MT 4WD,2012,12581.0,Imported,Bán tải / Pickup,110000,5,Diesel,Manual
 LandRover Range Rover Evoque Dynamic,2014,34707.0,Imported,SUV,58000,5,Petrol,Automatic
 Chevrolet Colorado LTZ 2.5L 4x4 AT,2018,19917.0,Imported,Bán tải / Pickup,75000,5,Diesel,Automatic
 Ford Ranger Wildtrak 3.2L 4x4 AT,2017,26030.0,Imported,Bán tải / Pickup,90000,5,Diesel,Automatic
 VinFast Lux A 2.0 2.0 AT,2021,25636.0,Locally assembled,Sedan,25000,5,Petrol,Automatic
 Honda Brio RS,2021,17590.0,Imported,Hatchback,4200,5,Petrol,Automatic
 Mercedes Benz GLC 300 4Matic,2021,84796.0,Locally assembled,SUV,19000,5,Petrol,Automatic
 Mercedes Benz E class E300 AMG,2021,93867.0,Locally assembled,Sedan,14000,5,Petrol,Automatic
 Kia Morning Van 1.0 AT,2014,8598.0,Imported,Van/Minivan,60000,2,Petrol,Automatic
 Mitsubishi Xpander 1.5 MT,2019,18340.0,Imported,SUV,61000,7,Petrol,Manual
 LandRover Range Rover Evoque Dynamic,2014,43345.0,Imported,SUV,61000,5,Petrol,Automatic
 Hyundai SantaFe Cao cấp 2.5L HTRAC,2022,45356.0,Locally assembled,SUV,10000,7,Petrol,Automatic
 Toyota Vios G 1.5 CVT,2022,22086.0,Locally assembled,Sedan,10000,5,Petrol,Automatic
 Toyota Camry 1.8 MT Trước,1990,1814.0,Imported,Sedan,100000,5,Petrol,Manual
 Hyundai Getz 1.1 MT,2009,5127.0,Imported,Hatchback,185632,5,Petrol,Manual
 Mitsubishi Xpander 1.5 AT,2021,23112.0,Imported,SUV,16000,7,Petrol,Automatic
 Mazda CX5 Deluxe 2.0 AT,2021,29580.0,Locally assembled,SUV,32000,5,Petrol,Automatic
 Hyundai i10 Grand 1.2 AT,2019,14001.0,Locally assembled,Sedan,55000,5,Petrol,Automatic
 Mazda 3 1.5L Luxury,2019,22678.0,Locally assembled,Sedan,42000,5,Petrol,Automatic
 Mazda CX8 Premium,2019,37468.0,Locally assembled,SUV,130324,7,Petrol,Automatic
 Kia Morning Luxury,2020,14711.0,Locally assembled,Hatchback,26008,5,Petrol,Automatic
 Honda City 1.5TOP,2018,16959.0,Locally assembled,Sedan,65000,5,Petrol,Automatic
 Hyundai i10 Grand 1.2 MT Base,2016,9466.0,Imported,Sedan,9,5,Petrol,Manual
 Ford Ranger XLT 4x4 MT,2003,5324.0,Locally assembled,Bán tải / Pickup,70,5,Diesel,Manual
 Ford Ranger Wildtrak 2.0L 4x4 AT,2020,31158.0,Imported,Bán tải / Pickup,40000,5,Diesel,Automatic
 Ford Focus S 2.0 AT,2013,14987.0,Locally assembled,Hatchback,9300000,5,Petrol,Automatic
 Hyundai i10 Grand 1.2 AT,2017,11793.0,Locally assembled,Hatchback,9,5,Petrol,Automatic
 Toyota Camry LE 2.5,2010,23664.0,Imported,Sedan,90000,5,Petrol,Automatic
 Kia Soul 2U 1.6 AT,2009,12818.0,Imported,SUV,98000,5,Petrol,Automatic
 Kia Rondo GAT,2016,15184.0,Locally assembled,SUV,86000,7,Petrol,Automatic
 Honda CRV G,2021,35693.0,Locally assembled,SUV,12000,7,Petrol,Automatic
 Mercedes Benz S class S500L,2010,27411.0,Imported,Sedan,1600,5,Petrol,Automatic
 Volkswagen Tiguan Allspace,2018,43384.0,Imported,SUV,33000,7,Petrol,Automatic
 Mazda 6 2.0 MT,2003,5127.0,Locally assembled,Sedan,13000,5,Petrol,Manual
 Ford Ranger Wildtrak 2.0L 4x4 AT,2019,29580.0,Imported,Bán tải / Pickup,31000,5,Diesel,Automatic
 Kia Morning Si AT,2016,11753.0,Locally assembled,Hatchback,598000,5,Petrol,Automatic
 Kia Sorento DATH,2017,28200.0,Locally assembled,SUV,40000,7,Diesel,Automatic
 Toyota Innova 2.0G,2019,24453.0,Locally assembled,Crossover,9999,8,Petrol,Automatic
 Hyundai Elantra 1.6 MT,2017,14987.0,Locally assembled,Sedan,70000,5,Petrol,Manual
 Chevrolet Orlando LTZ 1.8 AT,2015,14001.0,Locally assembled,SUV,97000,7,Petrol,Automatic
 Ford Focus 1.8 AT,2011,10649.0,Locally assembled,Hatchback,12000,5,Petrol,Automatic
 Kia Carens EXMT,2015,10649.0,Locally assembled,Crossover,8000,7,Petrol,Manual
 Hyundai Accent 1.4 ATH,2019,17748.0,Locally assembled,Sedan,38000,5,Petrol,Automatic
 Toyota Fortuner 2.7V 4x4 AT,2019,41412.0,Imported,SUV,7500,8,Petrol,Automatic
 Ford Escape XLT 2.3L 4x4 AT,2009,12621.0,Locally assembled,SUV,15900,5,Petrol,Automatic
 Ford EcoSport Titanium 1.5L AT,2017,16762.0,Locally assembled,SUV,10000,5,Petrol,Automatic
 Ford Ranger Wildtrak 3.2L 4x4 AT,2017,26030.0,Imported,Bán tải / Pickup,60000,5,Diesel,Automatic
 Kia Morning Deluxe,2019,12226.0,Locally assembled,Hatchback,45000,5,Petrol,Automatic
 Mitsubishi Attrage 1.2 MT,2020,12936.0,Imported,Sedan,35000,5,Petrol,Manual
 Kia Soul 4U 1.6 AT,2009,12581.0,Imported,SUV,120000,5,Petrol,Automatic
 Mazda 3 1.5 AT,2017,18340.0,Locally assembled,Sedan,47000,5,Petrol,Automatic
 Mercedes Benz C class C300 AMG,2016,33524.0,Locally assembled,Sedan,13000,5,Petrol,Automatic
 Honda City L 1.5 AT,2021,20312.0,Locally assembled,Sedan,28000,5,Petrol,Automatic
 Chevrolet Captiva LT 2.4 MT,2008,8480.0,Locally assembled,SUV,122000,7,Petrol,Manual
 Daewoo Lacetti SE,2009,7494.0,Imported,Sedan,120000,5,Petrol,Manual
 Lexus GS 350 AWD,2009,27569.0,Imported,Sedan,66118,5,Petrol,Automatic
 VinFast Lux SA 2.0 2.0 AT,2020,32735.0,Locally assembled,SUV,40000,7,Petrol,Automatic
 Mazda 3 1.5 AT,2018,20706.0,Locally assembled,Sedan,38000,5,Petrol,Automatic
 Soyat,2008,2366.0,Locally assembled,SUV,100000,7,Diesel,Manual
 Honda Brio RS,2020,16565.0,Imported,Hatchback,14567,5,Petrol,Automatic
 Toyota Corolla Cross 1.8V,2021,32932.0,Imported,SUV,21500,5,Petrol,Automatic
 Toyota Innova 2.0E,2018,21258.0,Locally assembled,Crossover,70000,8,Petrol,Manual
 Mercedes Benz S class S400L,2014,63104.0,Locally assembled,Sedan,51000,5,Petrol,Automatic
 Hyundai Elantra 1.6 AT,2014,15618.0,Imported,Sedan,900000,5,Petrol,Automatic
 LandRover Range Rover Evoque Prestige,2011,33524.0,Imported,SUV,110000,5,Petrol,Automatic
 Lincoln Navigator Black Label,2019,236245.0,Imported,SUV,16000,7,Petrol,Automatic
 Mazda 3 1.5 AT,2018,22875.0,Locally assembled,Sedan,19800,5,Petrol,Automatic
 Porsche 911 Carrera,2021,307237.0,Imported,Coupe,5000,4,Petrol,Automatic
 Mitsubishi Xpander Premium 1.5 AT,2022,25636.0,Imported,SUV,10000,7,Petrol,Automatic
 Ford Everest 2.5L 4x2 MT,2009,11635.0,Locally assembled,SUV,180000,8,Diesel,Manual
 Porsche Cayenne 3.6 V6,2011,55176.0,Imported,SUV,90000,5,Petrol,Automatic
 Peugeot 3008 1.6 AT,2018,26622.0,Locally assembled,Crossover,68000,5,Petrol,Automatic
 Ford Ranger Raptor 2.0L 4x4 AT,2020,39401.0,Imported,Bán tải / Pickup,34000,5,Diesel,Automatic
 Ford Focus 1.8 AT,2011,10846.0,Locally assembled,Hatchback,45678,5,Petrol,Automatic
 Toyota Camry 2.5Q,2015,27608.0,Locally assembled,Sedan,62000,5,Petrol,Automatic
 Thaco Ollin,2015,9071.0,Locally assembled,Truck,7000,2,Diesel,Manual
 Kia Morning Deluxe,2019,12621.0,Locally assembled,Hatchback,35000,5,Petrol,Automatic
 Hyundai Tucson LMX 2.0 eVGT,2009,17275.0,Imported,Crossover,128000,5,Diesel,Automatic
 Hyundai Genesis 2.0 AT,2009,16959.0,Imported,Coupe,80000,4,Petrol,Automatic
 Maserati Quattroporte 3.0 V6,2016,143956.0,Imported,Sedan,49000,5,Petrol,Automatic
 Toyota Camry 2.5G,2013,21692.0,Locally assembled,Sedan,11000,5,Petrol,Automatic
 Kia Morning EX,2018,8874.0,Locally assembled,Hatchback,82000,5,Petrol,Manual
 VinFast Fadil 1.4 AT,2020,13370.0,Locally assembled,Hatchback,38000,5,Petrol,Automatic
 Ford Mondeo 2.3 AT,2010,15184.0,Locally assembled,Sedan,72000,5,Petrol,Automatic
 Mitsubishi Triton 4x4 AT Mivec,2019,24650.0,Imported,Bán tải / Pickup,55000,5,Diesel,Automatic
 Hyundai i10 1.2 MT Tiêu Chuẩn,2022,14001.0,Locally assembled,Sedan,25000,5,Petrol,Manual
 Mini Cooper 5Dr,2016,37468.0,Imported,Hatchback,70000,5,Petrol,Automatic
 Toyota Corolla altis 1.8G AT,2009,11635.0,Locally assembled,Sedan,200000,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2022,25044.0,Locally assembled,Bán tải / Pickup,6500,5,Diesel,Automatic
 Mazda 3 1.5L Luxury,2021,24256.0,Locally assembled,Sedan,20000,5,Petrol,Automatic
 Mercedes Benz GLS 450 4Matic,2021,184973.0,Imported,SUV,20000,7,Petrol,Automatic
 Kia Morning Van 1.0 AT,2013,8480.0,Imported,Van/Minivan,90000,2,Petrol,Automatic
 Mercedes Benz GLC 300 4Matic,2017,41412.0,Locally assembled,SUV,90000,5,Petrol,Automatic
 Honda CRV 2.4 AT,2013,20114.0,Locally assembled,SUV,79000,5,Petrol,Automatic
 Isuzu Hi lander LS,2003,4733.0,Locally assembled,SUV,7000000,8,Diesel,Manual
 Porsche Macan 2.0,2021,145533.0,Imported,SUV,17000,5,Petrol,Automatic
 Hyundai Elantra 1.6 MT,2018,16959.0,Locally assembled,Sedan,65000,5,Petrol,Manual
 Honda City 1.5,2018,15776.0,Locally assembled,Sedan,48000,5,Petrol,Automatic
 Toyota Camry 2.5Q,2019,37665.0,Imported,Sedan,65000,5,Petrol,Automatic
 Toyota Corolla altis 1.8G MT,2009,11438.0,Locally assembled,Sedan,139000,5,Petrol,Manual
 Hyundai Tucson 2.0 AT 4WD,2011,16959.0,Imported,Crossover,17136,5,Petrol,Automatic
 Hyundai Kona 1.6 Turbo,2018,22481.0,Locally assembled,Crossover,37000,5,Petrol,Automatic
 Mercedes Benz C class C200,2019,40229.0,Locally assembled,Sedan,55000,5,Petrol,Automatic
 MG ZS Comfort 1.5 AT 2WD,2021,20706.0,Imported,Crossover,20000,5,Petrol,Automatic
 Kia Sedona 2.2 DAT Luxury,2019,34313.0,Locally assembled,Van/Minivan,100000,7,Diesel,Automatic
 Chevrolet Cruze LTZ 1.8 AT,2016,15342.0,Locally assembled,Sedan,50000,5,Petrol,Automatic
 Kia Sorento Signature 2.2 AT AWD,2021,47328.0,Locally assembled,SUV,43000,7,Diesel,Automatic
 Toyota Innova G,2008,9860.0,Locally assembled,Crossover,100000,8,Petrol,Manual
 Mercedes Benz S class S450L,2019,145139.0,Locally assembled,Sedan,41830,5,Petrol,Automatic
 Toyota Vios 1.5E CVT,2018,16959.0,Locally assembled,Sedan,76000,5,Petrol,Automatic
 Kia Morning Si AT,2016,11438.0,Locally assembled,Hatchback,58000,5,Petrol,Automatic
 Peugeot 3008 AL,2022,40189.0,Locally assembled,Crossover,20000,5,Petrol,Automatic
 Nissan Grand livina 1.8 AT,2012,10649.0,Locally assembled,Crossover,80000,7,Petrol,Automatic
 Hyundai Accent 1.4 MT Base,2018,13607.0,Locally assembled,Sedan,110000,5,Petrol,Manual
 Ford Ranger XLS 2.2L 4x2 AT,2016,18340.0,Imported,Bán tải / Pickup,100000,5,Diesel,Automatic
 Hyundai i10 Grand 1.0 AT,2015,12108.0,Imported,Hatchback,87000,5,Petrol,Automatic
 Kia Soluto 1.4 AT Luxury,2020,16368.0,Locally assembled,Sedan,37000,5,Petrol,Automatic
 Toyota Fortuner 2.7V 4x2 AT,2014,21692.0,Locally assembled,SUV,220000,8,Petrol,Automatic
 Hyundai Kona 1.6 Turbo,2019,25636.0,Locally assembled,Crossover,28000,5,Petrol,Automatic
 Ford Ranger Wildtrak 2.0L 4x4 AT,2019,26819.0,Imported,Bán tải / Pickup,90000,5,Diesel,Automatic
 Hyundai Tucson 2.0 AT CRDi,2018,29777.0,Locally assembled,Crossover,60000,5,Diesel,Automatic
 VinFast Fadil 1.4 AT Plus,2021,13410.0,Locally assembled,Hatchback,16000,5,Petrol,Automatic
 Toyota Raize G 1.0 CVT,2021,21771.0,Imported,SUV,15000,5,Petrol,Automatic
 Chevrolet Aveo LTZ 1.5 AT,2014,10215.0,Locally assembled,Sedan,76535,5,Petrol,Automatic
 BMW 3 Series 328i,2014,26030.0,Imported,Sedan,95000,5,Petrol,Automatic
 Mazda 3 1.5L Luxury,2020,20509.0,Locally assembled,Sedan,60000,5,Petrol,Automatic
 Toyota Camry 2.4G,2008,14198.0,Locally assembled,Sedan,100000,5,Petrol,Automatic
 Peugeot 3008 1.6 AT,2018,31946.0,Locally assembled,Crossover,60000,5,Petrol,Automatic
 Toyota Yaris 1.5G,2018,20706.0,Imported,Hatchback,38000,5,Petrol,Automatic
 Hyundai SantaFe Premium 2.4L HTRAC,2020,36088.0,Locally assembled,SUV,15000,7,Petrol,Automatic
 Toyota Fortuner 2.8V 4x4 AT Legender,2021,45356.0,Locally assembled,SUV,40000,7,Diesel,Automatic
 Chevrolet Captiva Revv LTZ 2.4 AT,2018,23467.0,Locally assembled,SUV,50000,7,Petrol,Automatic
 Hyundai Accent 1.4 MT Base,2020,14396.0,Locally assembled,Sedan,20000,5,Petrol,Manual
 Toyota Camry 2.5Q,2013,22875.0,Locally assembled,Sedan,160000,5,Petrol,Automatic
 Toyota Innova Venturer 2.0 AT,2020,30763.0,Locally assembled,Crossover,23000,8,Petrol,Automatic
 Toyota Corolla altis 1.8G MT,2011,12226.0,Locally assembled,Sedan,191600,5,Petrol,Manual
 Hyundai Accent 1.4 MT,2018,14198.0,Locally assembled,Sedan,29000,5,Petrol,Manual
 Mercedes Benz Maybach S450 4Matic,2020,230724.0,Imported,Sedan,20000,5,Petrol,Automatic
 Hyundai Kona 2.0 ATH,2019,22007.0,Locally assembled,Crossover,17668,5,Petrol,Automatic
 Mercedes Benz Sprinter 311 CDI 2.2L,2004,3668.0,Locally assembled,Van/Minivan,134,16,Diesel,Manual
 Toyota Vios 1.5G,2014,15382.0,Locally assembled,Sedan,30000,5,Petrol,Automatic
 Kia Morning SLX 1.0 AT,2010,8874.0,Imported,Hatchback,100000,5,Petrol,Automatic
 Mazda CX5 2.5 AT 2WD,2019,31552.0,Locally assembled,SUV,33500,5,Petrol,Automatic
 Mitsubishi Pajero 3.0,2009,9387.0,Imported,SUV,150000,5,Petrol,Manual
 Mazda CX5 2.0 AT,2017,26267.0,Locally assembled,SUV,60000,5,Petrol,Automatic
 Mitsubishi Pajero Sport D 4x2 MT,2016,19523.0,Locally assembled,SUV,100000,7,Diesel,Manual
 Toyota Vios 1.5E,2008,6508.0,Locally assembled,Sedan,72000,5,Petrol,Manual
 Chevrolet Colorado LT 2.5L 4x4 MT,2017,15579.0,Imported,Bán tải / Pickup,89265,5,Diesel,Manual
 Ford Ranger XLS 2.2L 4x2 AT,2018,21692.0,Imported,Bán tải / Pickup,68000,5,Diesel,Automatic
 Hyundai Tucson 2.0 ATH,2018,27805.0,Locally assembled,Crossover,65000,5,Petrol,Automatic
 Kia Morning EX 1.1 MT,2010,6113.0,Locally assembled,Hatchback,150000,5,Petrol,Manual
 Hyundai Avante 1.6 AT,2014,13410.0,Locally assembled,Sedan,73000,5,Petrol,Automatic
 Hyundai i10 Grand 1.2 AT,2019,12621.0,Locally assembled,Hatchback,30000,5,Petrol,Automatic
 Toyota Camry 2.0E,2018,28791.0,Locally assembled,Sedan,40000,5,Petrol,Automatic
 Nissan Sunny XV Premium,2019,15579.0,Locally assembled,Sedan,29000,5,Petrol,Automatic
 Lexus ES 250,2019,92684.0,Imported,Sedan,50000,5,Petrol,Automatic
 Honda City 1.5,2019,16959.0,Locally assembled,Sedan,68000,5,Petrol,Automatic
 Hyundai i10 Grand 1.2 AT,2018,14593.0,Locally assembled,Hatchback,40000,5,Petrol,Automatic
 Hyundai Tucson 2.0 ATH,2018,26622.0,Locally assembled,Crossover,5,5,Petrol,Automatic
 Kia Cerato 1.6 AT,2010,12226.0,Imported,Sedan,10123,5,Petrol,Automatic
 Toyota Vios 1.5E MT,2020,15184.0,Locally assembled,Sedan,81000,5,Petrol,Manual
 Toyota Innova 2.0E,2017,20469.0,Locally assembled,Crossover,73000,8,Petrol,Manual
 Mitsubishi Outlander 2.0 CVT,2018,25636.0,Locally assembled,SUV,50000,7,Petrol,Automatic
 Ford Ranger Wildtrak 3.2L 4x4 AT,2017,25873.0,Imported,Bán tải / Pickup,85000,5,Diesel,Automatic
 Toyota Vios 1.5E MT,2020,16368.0,Locally assembled,Sedan,22000,5,Petrol,Manual
 Mercedes Benz E class E200,2003,9663.0,Imported,Sedan,135000,5,Petrol,Automatic
 Lexus LX 570 Super Sport,2016,250444.0,Imported,SUV,21500,7,Petrol,Automatic
 Hyundai Elantra 1.6 AT,2020,21692.0,Locally assembled,Sedan,38000,5,Petrol,Automatic
 Mazda CX5 Premium 2.0 AT,2022,31946.0,Locally assembled,SUV,30000,5,Petrol,Automatic
 Hyundai Grand Starex Van 2.5 MT,2016,21889.0,Imported,Van/Minivan,140000,3,Diesel,Manual
 VinFast Fadil 1.4 AT Plus,2020,13804.0,Locally assembled,Hatchback,56000,5,Petrol,Automatic
 Kia Rio 1.4 MT,2014,10846.0,Imported,Sedan,80000,5,Petrol,Manual
 Daewoo Matiz SE 0.8 MT,2005,2209.0,Locally assembled,Hatchback,120000,5,Petrol,Manual
 Fiat Albea HLX,2007,3352.0,Locally assembled,Sedan,137000,5,Petrol,Manual
 Honda CRV 2.4 AT,2014,21692.0,Locally assembled,SUV,120000,5,Petrol,Automatic
 Toyota Vios 1.5E,2010,9268.0,Locally assembled,Sedan,187000,5,Petrol,Manual
 Kia Morning SLX 1.0 AT,2007,6153.0,Imported,Hatchback,140000,5,Petrol,Automatic
 Honda Civic 2.0 AT,2008,11635.0,Locally assembled,Sedan,67000,5,Petrol,Automatic
 Ford Ranger XLS 2.2L 4x2 AT,2016,17945.0,Imported,Bán tải / Pickup,12000,5,Diesel,Automatic
 Kia Cerato 1.6 AT Luxury,2020,21692.0,Locally assembled,Sedan,11000,5,Petrol,Automatic
 Toyota Fortuner 2.4G 4x2 MT,2017,28200.0,Imported,SUV,165000,8,Diesel,Manual
 Toyota Camry 2.5Q,2020,29580.0,Imported,Sedan,44000,5,Petrol,Automatic
